name,serial_number,block_name
Lilac,252,PALE PURPLISH PINK
Lilacinus,252,PALE PURPLISH PINK
Pale Lilac,252,PALE PURPLISH PINK
Pale Pink,252,PALE PURPLISH PINK
Pastel Mauve,252,PALE PURPLISH PINK
Subvinoso-Griseus,252,PALE PURPLISH PINK
Violet,252,PALE PURPLISH PINK
Cameo Pink,253,GRAYISH PURPLISH PINK
Ageratum,253,GRAYISH PURPLISH PINK
Dove Gray,253,GRAYISH PURPLISH PINK
Eventide,253,GRAYISH PURPLISH PINK
Heliotrope Gray,253,GRAYISH PURPLISH PINK
Mauve Mist,253,GRAYISH PURPLISH PINK
Orchid,253,GRAYISH PURPLISH PINK
Orchid Smoke,253,GRAYISH PURPLISH PINK
Deep Vinaceous-Lavender,253,GRAYISH PURPLISH PINK
Dull Lavender,253,GRAYISH PURPLISH PINK
Light Vinaceous-Gray,253,GRAYISH PURPLISH PINK
Light Vinaceous-Lilac,253,GRAYISH PURPLISH PINK
Pale Purple-Drab,253,GRAYISH PURPLISH PINK
Pallid Purple-Drab,253,GRAYISH PURPLISH PINK
Dawn Pink,253,GRAYISH PURPLISH PINK
Orchid Mist,253,GRAYISH PURPLISH PINK
Rose Mist,253,GRAYISH PURPLISH PINK
Bluish Pink.. .. :,253,GRAYISH PURPLISH PINK
Griseo-Lavendulus,253,GRAYISH PURPLISH PINK
Griseo-Lilacinus,253,GRAYISH PURPLISH PINK
Lilac,253,GRAYISH PURPLISH PINK
Lilacinus,253,GRAYISH PURPLISH PINK
Red Violet,253,GRAYISH PURPLISH PINK
Subvinoso-Griseus,253,GRAYISH PURPLISH PINK
Violet,253,GRAYISH PURPLISH PINK
Byzantine,254,VIVID PURPLISH RED
Cellini,254,VIVID PURPLISH RED
Cineraria,254,VIVID PURPLISH RED
Cobalt Red,254,VIVID PURPLISH RED
Eglantine,254,VIVID PURPLISH RED
Fandango,254,VIVID PURPLISH RED
Indiana,254,VIVID PURPLISH RED
Malmaison Rose,254,VIVID PURPLISH RED
Persian Rose,254,VIVID PURPLISH RED
Renaissance,254,VIVID PURPLISH RED
Rubellite,254,VIVID PURPLISH RED
Spring Beauty,254,VIVID PURPLISH RED
Tyrian Pink,254,VIVID PURPLISH RED
Venetian Fuchsia,254,VIVID PURPLISH RED
Fuchsia Rose,254,VIVID PURPLISH RED
Persian Rose,254,VIVID PURPLISH RED
Spectra Rose,254,VIVID PURPLISH RED
Rhodamine Purple,254,VIVID PURPLISH RED
Rose Color,254,VIVID PURPLISH RED
Tyrian Rose,254,VIVID PURPLISH RED
Fuchsia,254,VIVID PURPLISH RED
Bright Bluish Red,254,VIVID PURPLISH RED
Bright Rose,254,VIVID PURPLISH RED
Carmine,254,VIVID PURPLISH RED
Cerise,254,VIVID PURPLISH RED
Crimson,254,VIVID PURPLISH RED
Deep Magenta,254,VIVID PURPLISH RED
Dianthus Purple,254,VIVID PURPLISH RED
Fuchsia Purple,254,VIVID PURPLISH RED
Magenta,254,VIVID PURPLISH RED
Peony Purple,254,VIVID PURPLISH RED
Persian Rose,254,VIVID PURPLISH RED
Rhodamine Purple,254,VIVID PURPLISH RED
Rose,254,VIVID PURPLISH RED
Rose Bengal,254,VIVID PURPLISH RED
Rose Carmine,254,VIVID PURPLISH RED
Rose Madder,254,VIVID PURPLISH RED
Rose Pink,254,VIVID PURPLISH RED
Roseus,254,VIVID PURPLISH RED
Ruber,254,VIVID PURPLISH RED
Solferino Purple,254,VIVID PURPLISH RED
Spiraea Red,254,VIVID PURPLISH RED
Tyrian Purple,254,VIVID PURPLISH RED
Tyrian Rose,254,VIVID PURPLISH RED
Casino Pink ... 114,255,STRONG PURPLISH RED
Cobalt Red,255,STRONG PURPLISH RED
Madder Lake,255,STRONG PURPLISH RED
Madder Pink __ 114,255,STRONG PURPLISH RED
Malmaison Rose,255,STRONG PURPLISH RED
Pomegranate,255,STRONG PURPLISH RED
Rose de Provence,255,STRONG PURPLISH RED
Rose Madder _ 114,255,STRONG PURPLISH RED
Rose Neyron,255,STRONG PURPLISH RED
Spinel Red,255,STRONG PURPLISH RED
Spring Beauty,255,STRONG PURPLISH RED
Cerise Pink,255,STRONG PURPLISH RED
China Pink,255,STRONG PURPLISH RED
Fuchsia,255,STRONG PURPLISH RED
Fuchsia Rose,255,STRONG PURPLISH RED
Irresistible,255,STRONG PURPLISH RED
Persian Rose,255,STRONG PURPLISH RED
Pink Shock,255,STRONG PURPLISH RED
Rosolane Purple,255,STRONG PURPLISH RED
Spinel Pink,255,STRONG PURPLISH RED
Spinel Red,255,STRONG PURPLISH RED
Bright Rose,255,STRONG PURPLISH RED
Fuchsia Rose,255,STRONG PURPLISH RED
Raspberry Rose,255,STRONG PURPLISH RED
Cherry,255,STRONG PURPLISH RED
Bluish Red,255,STRONG PURPLISH RED
Carmine,255,STRONG PURPLISH RED
Carmine Lake,255,STRONG PURPLISH RED
Carmine Rose,255,STRONG PURPLISH RED
China Rose,255,STRONG PURPLISH RED
Magenta,255,STRONG PURPLISH RED
Magenta Rose,255,STRONG PURPLISH RED
Purpureus,255,STRONG PURPLISH RED
Rose,255,STRONG PURPLISH RED
Rose Carmine,255,STRONG PURPLISH RED
Roseus,255,STRONG PURPLISH RED
Spinel Red,255,STRONG PURPLISH RED
Amaranth Purple,256,DEEP PURPLISH RED
Aster Purple,256,DEEP PURPLISH RED
Hollyhock,256,DEEP PURPLISH RED
Magenta,256,DEEP PURPLISH RED
Magenta Rose,256,DEEP PURPLISH RED
Amaranth Purple,256,DEEP PURPLISH RED
Aster Purple,256,DEEP PURPLISH RED
Schoenfeld’s Purple,256,DEEP PURPLISH RED
Bright Fuchsia Purple,256,DEEP PURPLISH RED
Fuchsia Purple,256,DEEP PURPLISH RED
Fuchsia Red,256,DEEP PURPLISH RED
Magenta,256,DEEP PURPLISH RED
Raspberry,256,DEEP PURPLISH RED
Rp 1-h,256,DEEP PURPLISH RED
Rp 2-h,256,DEEP PURPLISH RED
RP 3-g,256,DEEP PURPLISH RED
Rp 3-h,256,DEEP PURPLISH RED
Pl-g,256,DEEP PURPLISH RED
P 3-g,256,DEEP PURPLISH RED
Pr 1-h,256,DEEP PURPLISH RED
Rp 5-g,256,DEEP PURPLISH RED
P 2-g,256,DEEP PURPLISH RED
Pr 2-h,256,DEEP PURPLISH RED
Pr 3-h,256,DEEP PURPLISH RED
Pr 4-h,256,DEEP PURPLISH RED
Pr 4-g,256,DEEP PURPLISH RED
Pr 3-g,256,DEEP PURPLISH RED
P 3-h,256,DEEP PURPLISH RED
Rp 2-g,256,DEEP PURPLISH RED
Pl-f,256,DEEP PURPLISH RED
P 2-h,256,DEEP PURPLISH RED
Crimson (USA),256,DEEP PURPLISH RED
Harvard Crimson,256,DEEP PURPLISH RED
Magenta,256,DEEP PURPLISH RED
Ruby,256,DEEP PURPLISH RED
Beetroot Purple,256,DEEP PURPLISH RED
Bluish Red_ a,256,DEEP PURPLISH RED
Carmine,256,DEEP PURPLISH RED
Cerise,256,DEEP PURPLISH RED
Garnet Lake,256,DEEP PURPLISH RED
Pansy Purple,256,DEEP PURPLISH RED
Plum,256,DEEP PURPLISH RED
Purpureus,256,DEEP PURPLISH RED
Rose Brown .. s,256,DEEP PURPLISH RED
Rose Violet _ s,256,DEEP PURPLISH RED
Ruber,256,DEEP PURPLISH RED
Beetroot Purple,257,VERY DEEP PURPLISH
Bluish Red,257,VERY DEEP PURPLISH
Rose Brown_ s,257,VERY DEEP PURPLISH
Archel,258,MODERATE PURPLISH
Archil ____ 53,258,MODERATE PURPLISH
Bacchus _ 53 j 4,258,MODERATE PURPLISH
China Rose,258,MODERATE PURPLISH
Corcir,258,MODERATE PURPLISH
Cork ---- 53,258,MODERATE PURPLISH
Corker,258,MODERATE PURPLISH
Corkur,258,MODERATE PURPLISH
Crostil .. 53,258,MODERATE PURPLISH
Crotal,258,MODERATE PURPLISH
Crottle,258,MODERATE PURPLISH
Cudbear,258,MODERATE PURPLISH
Daphne Red_ 4,258,MODERATE PURPLISH
Dead Carnations,258,MODERATE PURPLISH
French Purple,258,MODERATE PURPLISH
Gridelin _ 53,258,MODERATE PURPLISH
Gris-de-lin ... 53,258,MODERATE PURPLISH
Hellebore Red... . 4,258,MODERATE PURPLISH
Indian Lake .. 53,258,MODERATE PURPLISH
Kork. -- 53,258,MODERATE PURPLISH
Korkir -- - 53,258,MODERATE PURPLISH
Lac Lake,258,MODERATE PURPLISH
Madder Carmine,258,MODERATE PURPLISH
Meadowpink _ 5,258,MODERATE PURPLISH
Orchall,258,MODERATE PURPLISH
Orchil (alkali bath),258,MODERATE PURPLISH
Orseille. ___ 53,258,MODERATE PURPLISH
Persian Pink _ 3,258,MODERATE PURPLISH
Persio... .. 53,258,MODERATE PURPLISH
Persis - 53,258,MODERATE PURPLISH
Pomegranate Purple _ 416,258,MODERATE PURPLISH
Rambler Rose _ 304,258,MODERATE PURPLISH
Raspberry Glacfi _ 4,258,MODERATE PURPLISH
Solferino __ 4,258,MODERATE PURPLISH
Spinel Pink _ 51,258,MODERATE PURPLISH
Wan - - 44,258,MODERATE PURPLISH
Vandyke Madder _ 314,258,MODERATE PURPLISH
Caprice Pink,258,MODERATE PURPLISH
Ma genta... .. 442 p r 2 -b,258,MODERATE PURPLISH
Thistle Bloom .. 451 Pr 3 -c,258,MODERATE PURPLISH
Daphne Red,258,MODERATE PURPLISH
Hellebore Red,258,MODERATE PURPLISH
